1689215143341|44|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689409974488|40|statement|connection 13|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'demoData' AND status = '1')
1689410010323|39|statement|connection 15|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = '"a"' AND status = '1')
1689410032585|41|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689410034273|45|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689410039419|38|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = '"a"' AND status = '1')
1689410049288|38|statement|connection 5|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '1')
1689429691881|41|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689429693410|38|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689430007884|41|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689430009470|38|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689430047533|41|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'user' AND status = '1')
1689430144998|42|statement|connection 7|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '1')
1689430232999|42|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689430234503|39|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689430282814|178|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '1')
1689430445558|124|statement|connection 8|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '1')
1689430721586|42|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689430722984|39|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689430744560|43|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '1')
1689430767726|41|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689430769136|38|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689430778850|42|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689430785716|39|statement|connection 5|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689430785755|37|statement|connection 6|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689430830853|38|statement|connection 8|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689430830893|38|statement|connection 9|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689430830935|41|statement|connection 10|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689430853197|40|statement|connection 11|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689430853237|38|statement|connection 12|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689430853277|38|statement|connection 13|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689430903539|41|statement|connection 15|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689430903579|39|statement|connection 16|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689430903622|42|statement|connection 17|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689430908668|40|statement|connection 18|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689430908706|37|statement|connection 19|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689430908745|38|statement|connection 20|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689431157920|40|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689431159332|39|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689431190772|38|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
1689431190829|46|statement|connection 5|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = ?;|select distinct m.perms     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id     inner join sys_role_menu rm on rm.role_id = r.id     inner join sys_menu m on m.id = rm.menu_id     where r.status = 0     and r.del_flag = 0     and m.del_flag = 0     and m.status = 0     and ur.user_id = 2;
1689431190869|38|statement|connection 6|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = ?;|select r.role_key     from sys_role r     inner join sys_user_role ur on r.id = ur.role_id and r.status = 0 and r.del_flag = 0     where ur.user_id = 2;
1689493851772|56|statement|connection 0|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT VERSION()|SELECT VERSION()
1689493853036|39|statement|connection 3|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT 1|SELECT 1
1689493890164|44|statement|connection 4|url jdbc:mysql://114.132.160.23:3306/blog-cloud?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&rewriteBatchedStatements=true|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = ? AND status = ?)|SELECT  id,user_name,nick_name,password,type,status,email,phonenumber,sex,avatar,create_by,create_time,update_by,update_time,del_flag  FROM sys_user     WHERE (user_name = 'admin' AND status = '0')
